sample	variable	value	XCI pattern
318643	TRiXi2	58.9	mosaic
318643	TRiXi3	65.5	mosaic
318643	TRiXi4	61.6	mosaic
318643	TRiXi5	74.7	mosaic
318662	mean	56.3	mosaic
318662	TRiXi1	56.4	mosaic
318662	TRiXi2	67.8	mosaic
318662	TRiXi3	50.9	mosaic
318662	TRiXi4	50.3	mosaic
318680	mean	78	skewed
318680	TRiXi1	70.9	skewed
318680	TRiXi3	77.8	skewed
318680	TRiXi5	85.4	skewed
318689	mean	64.7	mosaic
318689	TRiXi1	59.4	mosaic
318689	TRiXi3	70	mosaic
318726	mean	68.5	mosaic
318726	TRiXi3	68.5	mosaic
318730	mean	61.5	mosaic
318730	TRiXi1	64.7	mosaic
318730	TRiXi2	55.6	mosaic
318736	mean	58	mosaic
318736	TRiXi1	57.3	mosaic
318736	TRiXi3	58.6	mosaic
318745	mean	83.7	extremely skewed
318745	TRiXi1	83.7	extremely skewed
318761	mean	58.9	mosaic
318761	TRiXi1	57.2	mosaic
318761	TRiXi2	51.7	mosaic
318761	TRiXi3	56.8	mosaic
318761	TRiXi4	70.6	mosaic
318761	TRiXi5	58	mosaic
318765	mean	72.2	skewed
318765	TRiXi1	75.7	skewed
318765	TRiXi2	63.4	skewed
318765	TRiXi3	71.2	skewed
318765	TRiXi4	72.6	skewed
318765	TRiXi5	77.9	skewed
318766	mean	54.4	mosaic
318766	TRiXi1	50.3	mosaic
318766	TRiXi2	63.7	mosaic
318766	TRiXi3	52.1	mosaic
318766	TRiXi4	55.6	mosaic
318766	TRiXi5	50.2	mosaic
318793	mean	58.8	mosaic
318793	TRiXi1	58.2	mosaic
318793	TRiXi3	59.3	mosaic
318799	mean	53.1	mosaic
318799	TRiXi1	51.2	mosaic
318799	TRiXi2	55.2	mosaic
318799	TRiXi3	57.6	mosaic
318799	TRiXi4	51.3	mosaic
318799	TRiXi5	50.2	mosaic
318810	mean	60.9	mosaic
318810	TRiXi2	63	mosaic
318810	TRiXi4	57	mosaic
318810	TRiXi5	58.7	mosaic
318812	mean	61.4	mosaic
318812	TRiXi1	56.3	mosaic
318812	TRiXi3	66.4	mosaic
318825	mean	51.8	mosaic
318825	TRiXi1	55.5	mosaic
318825	TRiXi2	50	mosaic
318825	TRiXi3	50	mosaic
318852	mean	64.5	mosaic
318852	TRiXi1	61.4	mosaic
318852	TRiXi2	63.7	mosaic
318863	mean	61.7	mosaic
318863	TRiXi2	62.4	mosaic
318863	TRiXi4	67.6	mosaic
318863	TRiXi5	55.1	mosaic
318889	mean	62.5	mosaic
318889	TRiXi3	62.5	mosaic
319000	mean	51.1	mosaic
319000	TRiXi3	51.1	mosaic
319015	mean	58.8	mosaic
319015	TRiXi1	58.8	mosaic
319016	mean	57	mosaic
319016	TRiXi1	52.9	mosaic
319016	TRiXi3	61.1	mosaic
319023	mean	57.9	mosaic
319023	TRiXi3	59.2	mosaic
319023	TRiXi4	58.3	mosaic
319023	TRiXi5	62.5	mosaic
319037	mean	54.7	mosaic
319037	TRiXi1	55.4	mosaic
319037	TRiXi2	56.1	mosaic
319037	TRiXi3	53.6	mosaic
319037	TRiXi4	53.6	mosaic
319042	mean	58.9	mosaic
319042	TRiXi1	57.2	mosaic
319042	TRiXi2	60	mosaic
319042	TRiXi4	58.3	mosaic
319042	TRiXi5	60.2	mosaic
319056	mean	60.4	mosaic
319056	TRiXi2	60.6	mosaic
319056	TRiXi3	61.3	mosaic
319056	TRiXi5	59.2	mosaic
319064	mean	73.1	skewed
319064	TRiXi1	74.2	skewed
319064	TRiXi3	72	skewed
319080	mean	51.2	mosaic
319080	TRiXi1	51.2	mosaic
319082	mean	56.8	mosaic
319082	TRiXi1	60.4	mosaic
319082	TRiXi2	58.9	mosaic
319082	TRiXi4	51.1	mosaic
319096	mean	55.2	mosaic
319096	TRiXi2	54.9	mosaic
319096	TRiXi4	53.2	mosaic
319096	TRiXi5	57.4	mosaic
319141	mean	75.6	skewed
319141	TRiXi1	74.1	skewed
319141	TRiXi5	84.4	skewed
319153	mean	63.1	mosaic
319153	TRiXi2	62.9	mosaic
319153	TRiXi3	60.7	mosaic
319153	TRiXi4	57.1	mosaic
319153	TRiXi5	71.6	mosaic
319155	mean	74.8	skewed
319155	TRiXi3	71.3	skewed
319155	TRiXi5	78.3	skewed
319165	mean	57.2	mosaic
319165	TRiXi1	61.9	mosaic
319165	TRiXi3	51.1	mosaic
319165	TRiXi4	52.9	mosaic
319165	TRiXi5	62.8	mosaic
319170	mean	73.8	skewed
319170	TRiXi1	72.5	skewed
319170	TRiXi4	65.4	skewed
319170	TRiXi5	83.4	skewed
319187	mean	61.7	mosaic
319187	TRiXi1	60.6	mosaic
319187	TRiXi3	62.7	mosaic
319189	mean	54.3	mosaic
319189	TRiXi1	54.4	mosaic
319189	TRiXi3	54.2	mosaic
319197	mean	65	mosaic
319197	TRiXi3	65	mosaic
319231	mean	55.5	mosaic
319231	TRiXi2	53.7	mosaic
319231	TRiXi3	57.5	mosaic
319231	TRiXi5	58.4	mosaic
319235	mean	52.4	mosaic
319235	TRiXi1	52.4	mosaic
319250	mean	78	skewed
319250	TRiXi1	78	skewed
319276	mean	50.7	mosaic
319276	TRiXi3	50.7	mosaic
319289	mean	56.8	mosaic
319289	TRiXi1	54.9	mosaic
319289	TRiXi3	58.7	mosaic
319321	mean	63	mosaic
319321	TRiXi1	58.4	mosaic
319321	TRiXi4	64.3	mosaic
319321	TRiXi5	66.3	mosaic
319325	mean	56.4	mosaic
319325	TRiXi2	57.1	mosaic
319325	TRiXi3	59.8	mosaic
319325	TRiXi5	52.4	mosaic
319329	mean	73	skewed
319329	TRiXi1	73	skewed
319329	TRiXi2	71.2	skewed
319329	TRiXi3	73.9	skewed
319334	mean	53.5	mosaic
319334	TRiXi1	51	mosaic
319334	TRiXi3	53.8	mosaic
319334	TRiXi4	57.1	mosaic
319334	TRiXi5	51.9	mosaic
319345	mean	81.4	extremely skewed
319345	TRiXi1	74.4	extremely skewed
319345	TRiXi3	79.9	extremely skewed
319345	TRiXi5	89.9	extremely skewed
319356	mean	58.5	mosaic
319356	TRiXi1	65.2	mosaic
319356	TRiXi2	57.1	mosaic
319356	TRiXi3	60	mosaic
319356	TRiXi4	51.7	mosaic
319361	mean	59.8	mosaic
319361	TRiXi1	59.9	mosaic
319361	TRiXi2	52.7	mosaic
319361	TRiXi3	60.7	mosaic
319361	TRiXi4	65.8	mosaic
319367	mean	53.5	mosaic
319367	TRiXi1	52.5	mosaic
319367	TRiXi2	56.6	mosaic
319367	TRiXi3	54.7	mosaic
319367	TRiXi5	50.3	mosaic
319408	mean	63.9	mosaic
319408	TRiXi1	60.5	mosaic
319408	TRiXi2	72.8	mosaic
319408	TRiXi3	63.4	mosaic
319408	TRiXi4	57.4	mosaic
319408	TRiXi5	65.2	mosaic
319433	mean	69.9	mosaic
319433	TRiXi1	69	mosaic
319433	TRiXi2	81.6	mosaic
319433	TRiXi4	56.5	mosaic
319433	TRiXi5	72.5	mosaic
319459	mean	71.1	skewed
319459	TRiXi1	72.8	skewed
319459	TRiXi2	70.9	skewed
319459	TRiXi3	68.8	skewed
319459	TRiXi4	71.9	skewed
319460	mean	62.1	mosaic
319460	TRiXi3	62.1	mosaic
319470	mean	62	mosaic
319470	TRiXi1	63.2	mosaic
319470	TRiXi3	63.1	mosaic
319470	TRiXi4	59.8	mosaic
319471	mean	54.5	mosaic
319471	TRiXi1	61.5	mosaic
319471	TRiXi3	53.5	mosaic
319471	TRiXi4	50.4	mosaic
319471	TRiXi5	52.6	mosaic
319489	mean	64.3	mosaic
319489	TRiXi2	53.1	mosaic
319489	TRiXi3	65	mosaic
319489	TRiXi5	74.7	mosaic
319512	mean	70.6	mosaic
319512	TRiXi1	68.6	mosaic
319512	TRiXi3	72.6	mosaic
319525	mean	64.5	mosaic
319525	TRiXi1	70.1	mosaic
319525	TRiXi2	76.5	mosaic
319525	TRiXi3	59.7	mosaic
319525	TRiXi4	59.3	mosaic
319525	TRiXi5	57.1	mosaic
319532	mean	55.5	mosaic
319532	TRiXi3	51.6	mosaic
319532	TRiXi4	54.7	mosaic
319532	TRiXi5	61.2	mosaic
319569	mean	55.2	mosaic
319569	TRiXi1	53.1	mosaic
319569	TRiXi2	54.3	mosaic
319569	TRiXi3	55.7	mosaic
319569	TRiXi4	57.9	mosaic
319569	TRiXi5	55.1	mosaic
319579	mean	63.5	mosaic
319579	TRiXi1	65.7	mosaic
319579	TRiXi3	61.3	mosaic
319592	mean	72.1	skewed
319592	TRiXi1	72	skewed
319592	TRiXi3	72.2	skewed
319607	mean	64.1	mosaic
319607	TRiXi3	67.4	mosaic
319638	mean	69	mosaic
319638	TRiXi3	69	mosaic
319678	mean	66.5	mosaic
319678	TRiXi2	77.9	mosaic
319678	TRiXi3	55.1	mosaic
319681	mean	63.5	mosaic
319681	TRiXi1	56.2	mosaic
319681	TRiXi2	67.9	mosaic
319681	TRiXi3	60.9	mosaic
319681	TRiXi4	68.8	mosaic
319689	mean	55.1	mosaic
319689	TRiXi1	53.7	mosaic
319689	TRiXi2	57.8	mosaic
319689	TRiXi3	56.7	mosaic
319689	TRiXi5	52.4	mosaic
319691	mean	60	mosaic
319691	TRiXi1	56.8	mosaic
319691	TRiXi3	63.3	mosaic
319707	mean	65.8	mosaic
319707	TRiXi1	70	mosaic
319707	TRiXi3	67	mosaic
319707	TRiXi4	60.4	mosaic
319710	mean	61.1	mosaic
319710	TRiXi1	56.7	mosaic
319710	TRiXi3	57.6	mosaic
319710	TRiXi4	64	mosaic
319710	TRiXi5	66.1	mosaic
319711	mean	54.5	mosaic
319711	TRiXi1	54.5	mosaic
319715	mean	58.5	mosaic
319715	TRiXi3	58.5	mosaic
319726	mean	79	skewed
319726	TRiXi1	80.2	skewed
319726	TRiXi3	77.7	skewed
319748	mean	61.1	mosaic
319748	TRiXi1	61.4	mosaic
319748	TRiXi2	62.6	mosaic
319748	TRiXi3	61.9	mosaic
319748	TRiXi5	58.5	mosaic
319806	mean	62	mosaic
319806	TRiXi1	60.5	mosaic
319806	TRiXi3	63.5	mosaic
319808	mean	68.9	mosaic
319808	TRiXi3	68.9	mosaic
319814	mean	59.1	mosaic
319814	TRiXi1	51.5	mosaic
319814	TRiXi2	73.9	mosaic
319814	TRiXi3	59.1	mosaic
319814	TRiXi5	51.9	mosaic
319820	mean	70.8	mosaic
319820	TRiXi2	81.5	mosaic
319820	TRiXi3	69.1	mosaic
319820	TRiXi4	69.4	mosaic
319820	TRiXi5	63.4	mosaic
319822	mean	56.2	mosaic
319822	TRiXi1	61.3	mosaic
319822	TRiXi3	57.1	mosaic
319822	TRiXi5	50.2	mosaic
319824	mean	67.7	mosaic
319824	TRiXi1	76	mosaic
319824	TRiXi2	62.4	mosaic
319824	TRiXi3	71.2	mosaic
319824	TRiXi4	69.7	mosaic
319824	TRiXi5	59.4	mosaic
319827	mean	60.3	mosaic
319827	TRiXi3	60.3	mosaic
319830	mean	68.7	mosaic
319830	TRiXi3	70.1	mosaic
319875	mean	56.2	mosaic
319875	TRiXi1	52.5	mosaic
319875	TRiXi2	54.8	mosaic
319875	TRiXi3	61.4	mosaic
319890	mean	82.9	extremely skewed
319890	TRiXi1	85.8	extremely skewed
319890	TRiXi3	80.1	extremely skewed
320229	mean	80.5	extremely skewed
320229	TRiXi3	83.3	extremely skewed
320229	TRiXi4	78.6	extremely skewed
320229	TRiXi5	77.4	extremely skewed
320233	mean	67.4	mosaic
320233	TRiXi1	72.3	mosaic
320233	TRiXi4	64.4	mosaic
320233	TRiXi5	62.3	mosaic
320234	mean	56.6	mosaic
320234	TRiXi1	58	mosaic
320234	TRiXi3	55.3	mosaic
320248	mean	91.3	extremely skewed
320248	TRiXi1	91.7	extremely skewed
320248	TRiXi2	89.6	extremely skewed
320248	TRiXi3	92.7	extremely skewed
320254	mean	62.1	mosaic
320254	TRiXi3	65.4	mosaic
320254	TRiXi5	58.8	mosaic
320255	mean	67.7	mosaic
320255	TRiXi1	63.3	mosaic
320255	TRiXi2	82.4	mosaic
320255	TRiXi3	68.1	mosaic
320255	TRiXi4	66.4	mosaic
320255	TRiXi5	58.2	mosaic
320256	mean	61.9	mosaic
320256	TRiXi1	51	mosaic
320256	TRiXi2	65.7	mosaic
320256	TRiXi3	60.1	mosaic
320256	TRiXi4	50.3	mosaic
320256	TRiXi5	82.5	mosaic
320277	mean	64.3	mosaic
320277	TRiXi1	63.9	mosaic
320277	TRiXi3	61	mosaic
320277	TRiXi5	68.1	mosaic
320280	mean	97	extremely skewed
320280	TRiXi1	94.8	extremely skewed
320280	TRiXi2	97.8	extremely skewed
320280	TRiXi3	99.3	extremely skewed
320280	TRiXi4	93.3	extremely skewed
320280	TRiXi5	99.6	extremely skewed
320290	mean	76.4	skewed
320290	TRiXi1	76.4	skewed
320345	mean	68.6	mosaic
320345	TRiXi1	69.5	mosaic
320345	TRiXi3	64.4	mosaic
320345	TRiXi4	72	mosaic
320357	mean	53.5	mosaic
320357	TRiXi1	53.5	mosaic
320357	TRiXi2	53.6	mosaic
320357	TRiXi3	50.7	mosaic
320357	TRiXi4	51.1	mosaic
320357	TRiXi5	58.5	mosaic
320362	mean	77.7	skewed
320362	TRiXi1	82.5	skewed
320362	TRiXi4	71	skewed
320362	TRiXi5	79.6	skewed
320376	mean	66.1	mosaic
320376	TRiXi2	68.2	mosaic
320376	TRiXi3	64	mosaic
320420	mean	60.3	mosaic
320420	TRiXi1	55.4	mosaic
320420	TRiXi3	64.1	mosaic
320420	TRiXi4	52.8	mosaic
320420	TRiXi5	69.1	mosaic
320433	mean	62.8	mosaic
320433	TRiXi1	61	mosaic
320433	TRiXi3	64.6	mosaic
320468	mean	59.5	mosaic
320468	TRiXi1	67.8	mosaic
320468	TRiXi2	50.3	mosaic
320468	TRiXi3	62.4	mosaic
320468	TRiXi4	53	mosaic
320468	TRiXi5	63.9	mosaic
320486	mean	59.3	mosaic
320486	TRiXi1	55.8	mosaic
320486	TRiXi3	62.9	mosaic
320511	mean	63.8	mosaic
320511	TRiXi2	55.5	mosaic
320511	TRiXi3	70.9	mosaic
320511	TRiXi4	65	mosaic
320525	mean	62.1	mosaic
320525	TRiXi1	67	mosaic
320525	TRiXi3	63.6	mosaic
320525	TRiXi4	52.7	mosaic
320525	TRiXi5	64.9	mosaic
320547	mean	65.4	mosaic
320547	TRiXi1	68.6	mosaic
320547	TRiXi3	62.3	mosaic
320560	mean	66.7	mosaic
320560	TRiXi2	73.1	mosaic
320560	TRiXi3	64.7	mosaic
320560	TRiXi4	62.3	mosaic
320564	mean	67.9	mosaic
320564	TRiXi1	75.4	mosaic
320564	TRiXi2	72.4	mosaic
320564	TRiXi3	67.4	mosaic
320564	TRiXi4	62.2	mosaic
320564	TRiXi5	62.2	mosaic
320566	mean	52.5	mosaic
320566	TRiXi1	51.1	mosaic
320566	TRiXi3	51.3	mosaic
320566	TRiXi4	55.8	mosaic
320566	TRiXi5	51.8	mosaic
320570	mean	64.2	mosaic
320570	TRiXi1	60.7	mosaic
320570	TRiXi2	67.6	mosaic
320574	mean	93.8	extremely skewed
320574	TRiXi1	84.5	extremely skewed
320574	TRiXi3	98.4	extremely skewed
320574	TRiXi4	98.4	extremely skewed
320601	mean	52.3	mosaic
320601	TRiXi1	50.3	mosaic
320601	TRiXi2	53.7	mosaic
320601	TRiXi3	51.1	mosaic
320601	TRiXi4	52.4	mosaic
320601	TRiXi5	54.2	mosaic
320607	mean	58.2	mosaic
320607	TRiXi1	55.7	mosaic
320607	TRiXi2	58.7	mosaic
320607	TRiXi3	57.1	mosaic
320607	TRiXi4	50.4	mosaic
320607	TRiXi5	69.2	mosaic
320615	mean	68.4333333333333	mosaic
320615	TRiXi2	76.3	mosaic
320615	TRiXi3	66.9	mosaic
320615	TRiXi4	62.1	mosaic
320658	mean	70.8	mosaic
320658	TRiXi1	70.1	mosaic
320658	TRiXi2	71.5	mosaic
320668	mean	69.9	mosaic
320668	TRiXi1	68.5	mosaic
320668	TRiXi3	67.6	mosaic
320668	TRiXi4	66.5	mosaic
320668	TRiXi5	77.1	mosaic
320678	mean	64.5	mosaic
320678	TRiXi2	62.7	mosaic
320678	TRiXi3	63.2	mosaic
320678	TRiXi5	67.6	mosaic
320822	mean	69	mosaic
320822	TRiXi1	62.7	mosaic
320822	TRiXi2	66	mosaic
320822	TRiXi3	71.3	mosaic
320822	TRiXi5	76.2	mosaic
320832	mean	67	mosaic
320832	TRiXi1	70.3	mosaic
320832	TRiXi3	63.6	mosaic
320835	mean	58.2	mosaic
320835	TRiXi1	54.4	mosaic
320835	TRiXi2	61.7	mosaic
320835	TRiXi3	52.5	mosaic
320835	TRiXi4	58.7	mosaic
320835	TRiXi5	63.6	mosaic
320841	mean	53.9	mosaic
320841	TRiXi3	53.9	mosaic
320843	mean	62.9	mosaic
320843	TRiXi1	67	mosaic
320843	TRiXi2	54.9	mosaic
320843	TRiXi5	66.9	mosaic
320862	mean	56.7	mosaic
320862	TRiXi3	61.5	mosaic
320862	TRiXi4	52.8	mosaic
320862	TRiXi5	55.8	mosaic
320864	mean	78.3	skewed
320864	TRiXi1	64.1	skewed
320864	TRiXi2	89.2	skewed
320864	TRiXi3	75.8	skewed
320864	TRiXi5	84.1	skewed
320888	mean	71.8	skewed
320888	TRiXi1	82.3	skewed
320888	TRiXi2	54.7	skewed
320888	TRiXi3	71.7	skewed
320888	TRiXi5	78.3	skewed
320891	mean	63.9	mosaic
320891	TRiXi1	66.7	mosaic
320891	TRiXi3	61	mosaic
320896	mean	59.5	mosaic
320896	TRiXi1	65.1	mosaic
320896	TRiXi3	53.9	mosaic
320901	mean	57.8	mosaic
320901	TRiXi1	57.1	mosaic
320901	TRiXi3	54.6	mosaic
320901	TRiXi4	55.6	mosaic
320901	TRiXi5	63.7	mosaic
320902	mean	76.6	skewed
320902	TRiXi1	68.3	skewed
320902	TRiXi2	80.3	skewed
320902	TRiXi3	77.6	skewed
320902	TRiXi4	80.1	skewed
321022	mean	82.4	extremely skewed
321022	TRiXi1	84.3	extremely skewed
321022	TRiXi2	85.6	extremely skewed
321025	mean	67	mosaic
321025	TRiXi1	66.1	mosaic
321025	TRiXi2	62	mosaic
321025	TRiXi3	65.3	mosaic
321025	TRiXi4	63	mosaic
321025	TRiXi5	78.6	mosaic
321051	mean	61.9	mosaic
321051	TRiXi1	70.4	mosaic
321051	TRiXi2	52.1	mosaic
321051	TRiXi3	62.5	mosaic
321051	TRiXi4	64.7	mosaic
321051	TRiXi5	59.9	mosaic
321053	mean	55.1	mosaic
321053	TRiXi1	51.8	mosaic
321053	TRiXi3	50	mosaic
321053	TRiXi4	55.7	mosaic
321053	TRiXi5	62.9	mosaic
321063	mean	55.4	mosaic
321063	TRiXi1	53.1	mosaic
321063	TRiXi2	63.8	mosaic
321063	TRiXi3	54.4	mosaic
321063	TRiXi4	50.1	mosaic
321094	mean	52.3	mosaic
321094	TRiXi1	52.8	mosaic
321094	TRiXi4	51.4	mosaic
321094	TRiXi5	52.7	mosaic
321433	mean	59.6	mosaic
321433	TRiXi1	63.8	mosaic
321433	TRiXi3	61.1	mosaic
321433	TRiXi5	53.9	mosaic
321453	mean	77.6	skewed
321453	TRiXi1	77.6	skewed
321465	mean	66.6	mosaic
321465	TRiXi1	69.9	mosaic
321465	TRiXi2	51.4	mosaic
321465	TRiXi3	65.4	mosaic
321465	TRiXi4	73.6	mosaic
321465	TRiXi5	72.5	mosaic
321467	mean	60	mosaic
321467	TRiXi1	65.8	mosaic
321467	TRiXi3	54.2	mosaic
321469	mean	69.1	mosaic
321469	TRiXi1	72.3	mosaic
321469	TRiXi4	53.7	mosaic
321469	TRiXi5	81.4	mosaic
321478	mean	68.2	mosaic
321478	TRiXi1	54.4	mosaic
321478	TRiXi2	82	mosaic
321478	TRiXi3	58.7	mosaic
321478	TRiXi4	68.5	mosaic
321478	TRiXi5	77.6	mosaic
321482	mean	55.7	mosaic
321482	TRiXi3	55.7	mosaic
321834	mean	70.2	mosaic
321834	TRiXi3	70.2	mosaic
321841	mean	74.3	skewed
321841	TRiXi1	85.5	skewed
321841	TRiXi2	56.7	skewed
321852	mean	63.5	mosaic
321852	TRiXi1	74.7	mosaic
321852	TRiXi2	51	mosaic
321852	TRiXi3	68.7	mosaic
321852	TRiXi4	59.8	mosaic
321883	mean	53.4	mosaic
321883	TRiXi1	53.2	mosaic
321883	TRiXi3	56.2	mosaic
321883	TRiXi4	53.4	mosaic
321883	TRiXi5	50.9	mosaic
321890	mean	64.2	mosaic
321890	TRiXi1	69.8	mosaic
321890	TRiXi3	55.4	mosaic
321890	TRiXi4	67.5	mosaic
321892	mean	58.9	mosaic
321892	TRiXi1	58.9	mosaic
321922	mean	64.5	mosaic
321922	TRiXi1	61.2	mosaic
321922	TRiXi3	64.4	mosaic
321922	TRiXi5	68	mosaic
321932	mean	58.1	mosaic
321932	TRiXi1	55.6	mosaic
321932	TRiXi3	54.4	mosaic
321932	TRiXi4	64.4	mosaic
321945	mean	58.7	mosaic
321945	TRiXi1	64.8	mosaic
321945	TRiXi2	55	mosaic
321945	TRiXi3	50.9	mosaic
321945	TRiXi4	57.1	mosaic
321945	TRiXi5	65.5	mosaic
321954	mean	55.9	mosaic
321954	TRiXi1	56.1	mosaic
321954	TRiXi2	57.5	mosaic
321954	TRiXi4	55.4	mosaic
321954	TRiXi5	54.5	mosaic
321957	mean	61.7	mosaic
321957	TRiXi2	50	mosaic
321957	TRiXi3	68.8	mosaic
321957	TRiXi4	66.3	mosaic
321966	mean	61.7	mosaic
321966	TRiXi1	62.7	mosaic
321966	TRiXi2	68.6	mosaic
321966	TRiXi3	58.7	mosaic
321966	TRiXi4	61.9	mosaic
321966	TRiXi5	56.7	mosaic
321967	mean	68	mosaic
321967	TRiXi1	67.9	mosaic
321967	TRiXi2	65.4	mosaic
321967	TRiXi5	70.6	mosaic
321976	mean	73.3	skewed
321976	TRiXi1	76.3	skewed
321976	TRiXi2	70.1	skewed
321976	TRiXi3	73.4	skewed
321977	mean	55	mosaic
321977	TRiXi1	62.3	mosaic
321977	TRiXi2	51.5	mosaic
321977	TRiXi3	51.3	mosaic
321984	mean	54.5	mosaic
321984	TRiXi1	51.5	mosaic
321984	TRiXi2	61.1	mosaic
321984	TRiXi3	50.1	mosaic
321984	TRiXi4	55.1	mosaic
321987	mean	53.4	mosaic
321987	TRiXi1	60.4	mosaic
321987	TRiXi2	50.3	mosaic
321987	TRiXi3	52.9	mosaic
321987	TRiXi4	50	mosaic
321992	mean	63.6	mosaic
321992	TRiXi1	65.6	mosaic
321992	TRiXi2	59.1	mosaic
321992	TRiXi3	71.3	mosaic
321992	TRiXi4	59.3	mosaic
321992	TRiXi5	62.6	mosaic
321994	mean	75.8	skewed
321994	TRiXi1	74.5	skewed
321994	TRiXi3	70.4	skewed
321994	TRiXi5	82.5	skewed
321996	mean	52	mosaic
321996	TRiXi1	54	mosaic
321996	TRiXi3	50	mosaic
322012	mean	75.3	skewed
322012	TRiXi1	71.6	skewed
322012	TRiXi3	79.2	skewed
322012	TRiXi4	74.6	skewed
322012	TRiXi5	75.9	skewed
322039	mean	71.1	skewed
322039	TRiXi1	63.2	skewed
322039	TRiXi2	76.3	skewed
322039	TRiXi3	73.8	skewed
322041	mean	65	mosaic
322041	TRiXi1	65	mosaic
322043	mean	70.8	mosaic
322043	TRiXi1	65.3	mosaic
322043	TRiXi3	76.4	mosaic
322053	mean	79.1	skewed
322053	TRiXi1	79.4	skewed
322053	TRiXi3	78.8	skewed
322068	mean	57.7	mosaic
322068	TRiXi3	57.7	mosaic
322082	mean	59.8	mosaic
322082	TRiXi1	69.7	mosaic
322082	TRiXi2	63.9	mosaic
322082	TRiXi3	50.8	mosaic
322082	TRiXi5	54.7	mosaic
322327	mean	57.2	mosaic
322327	TRiXi1	56.4	mosaic
322327	TRiXi3	58	mosaic
322347	mean	59.5	mosaic
322347	TRiXi3	59.5	mosaic
322354	mean	69.3	mosaic
322354	TRiXi1	63.2	mosaic
322354	TRiXi3	75.4	mosaic
322365	mean	55.7	mosaic
322365	TRiXi3	55.7	mosaic
322384	mean	62.5	mosaic
322384	TRiXi1	69.3	mosaic
322384	TRiXi3	55.6	mosaic
322394	mean	63.9	mosaic
322394	TRiXi1	72.4	mosaic
322394	TRiXi2	56.6	mosaic
322394	TRiXi3	62.8	mosaic
322411	mean	60.2	mosaic
322411	TRiXi1	63.5	mosaic
322411	TRiXi3	56.9	mosaic
322421	mean	85	extremely skewed
322421	TRiXi1	86.7	extremely skewed
322421	TRiXi4	81.9	extremely skewed
322421	TRiXi5	86.4	extremely skewed
322464	mean	71.7	skewed
322464	TRiXi1	67.8	skewed
322464	TRiXi3	70.4	skewed
322464	TRiXi4	66.6	skewed
322464	TRiXi5	82	skewed
322468	mean	51.3	mosaic
322468	TRiXi1	50.4	mosaic
322468	TRiXi3	51.2	mosaic
322468	TRiXi4	51.6	mosaic
322468	TRiXi5	52.1	mosaic
322620	mean	55.8	mosaic
322620	TRiXi1	56.1	mosaic
322620	TRiXi2	61.9	mosaic
322620	TRiXi3	50.7	mosaic
322620	TRiXi4	56.1	mosaic
322620	TRiXi5	54.1	mosaic
322646	mean	82.8	extremely skewed
322646	TRiXi3	82.9	extremely skewed
322646	TRiXi5	82.6	extremely skewed
322671	mean	54.8	mosaic
322671	TRiXi1	57.6	mosaic
322671	TRiXi2	51.4	mosaic
322671	TRiXi3	60.9	mosaic
322671	TRiXi4	53.9	mosaic
322671	TRiXi5	50.3	mosaic
322730	mean	59.9	mosaic
322730	TRiXi1	54.8	mosaic
322730	TRiXi2	73	mosaic
322730	TRiXi3	50.5	mosaic
322730	TRiXi4	57.6	mosaic
322730	TRiXi5	63.6	mosaic
322731	mean	53.9	mosaic
322731	TRiXi1	56.8	mosaic
322731	TRiXi3	50.1	mosaic
322731	TRiXi4	56.3	mosaic
322731	TRiXi5	52.3	mosaic
322738	mean	55.8	mosaic
322738	TRiXi1	55.2	mosaic
322738	TRiXi2	59.7	mosaic
322738	TRiXi3	57.2	mosaic
322738	TRiXi4	51.1	mosaic
322755	mean	70.6	mosaic
322755	TRiXi3	70.6	mosaic
322757	mean	55.5	mosaic
322757	TRiXi1	54	mosaic
322757	TRiXi3	57.1	mosaic
322779	mean	55.3	mosaic
322779	TRiXi3	55.3	mosaic
322784	mean	68.8	mosaic
322784	TRiXi1	68	mosaic
322784	TRiXi3	66.5	mosaic
322784	TRiXi4	72.3	mosaic
322784	TRiXi5	68.2	mosaic
322828	mean	63.9	mosaic
322828	TRiXi1	58.9	mosaic
322828	TRiXi3	66.9	mosaic
322828	TRiXi5	65.8	mosaic
322829	mean	84.6	extremely skewed
322829	TRiXi2	70	extremely skewed
322829	TRiXi3	85.7	extremely skewed
322829	TRiXi4	88.2	extremely skewed
322829	TRiXi5	94.5	extremely skewed
322835	mean	58.9	mosaic
322835	TRiXi2	55.3	mosaic
322835	TRiXi3	57	mosaic
322835	TRiXi4	64.3	mosaic
322835	TRiXi5	58.9	mosaic
322860	mean	57.6	mosaic
322860	TRiXi1	60.8	mosaic
322860	TRiXi2	65	mosaic
322860	TRiXi3	52.5	mosaic
322860	TRiXi4	56.5	mosaic
322860	TRiXi5	53.1	mosaic
322892	mean	54.8	mosaic
322892	TRiXi1	53.6	mosaic
322892	TRiXi2	58.5	mosaic
322892	TRiXi3	52.9	mosaic
322892	TRiXi4	54.1	mosaic
322910	mean	64.4	mosaic
322910	TRiXi1	70.7	mosaic
322910	TRiXi2	75.4	mosaic
322910	TRiXi3	60.9	mosaic
322910	TRiXi4	50.5	mosaic
322920	mean	56.4	mosaic
322920	TRiXi3	56.4	mosaic
322960	mean	51.6	mosaic
322960	TRiXi1	52.8	mosaic
